,Name,StandardSmiles,Molecules,tanimoto_avalon
3278,(S)-Rolipram,COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f665cf0>,0.36162361623616235
3293,"5-[4-(2-Hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione",O=C1NC(=O)C(c2ccccc2)(N2CCC(CCO)CC2)C(=O)N1,<rdkit.Chem.rdchem.Mol object at 0x7f615f665a50>,0.33217993079584773
3327,"(2R,4S)-2-[(1R)-1-{[(2R)-2-Amino-2-(4-hydroxyphenyl)acetyl]amino}-2-oxoethyl]-5,5-dimethyl-1,3-thiazolidine-4-carboxylic acid",CC1(C)S[C@H](C(C=O)NC(=O)C(N)c2ccc(O)cc2)NC1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f749120>,0.3295774647887324
3366,"N-{4-[(Carboxymethyl)carbamoyl]benzoyl}-L-valyl-N-[(3S)-1,1,1-trifluoro-4-methyl-2-oxo-3-pentanyl]-L-prolinamide",CC(C)C(NC(=O)c1ccc(C(=O)NCC(=O)O)cc1)C(=O)N1CCCC1C(=O)NC(C(=O)C(F)(F)F)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f615f749f90>,0.34868421052631576
3376,RU85053,CC(=O)NC(Cc1ccc(CC(=O)O)c(C(=O)O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f75e3c0>,0.3978102189781022
3404,Compound 4-D,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f75ee40>,0.381294964028777
3405,"Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate",O=C(NC(Cc1ccccc1)C(=O)N1CC(C(=O)O)C1)c1cc2cc(Cl)ccc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7f615f75eeb0>,0.32989690721649484
3409,Methyl-[4-(4-Piperidine-1-Ylmethyl-Phenyl)-Cyclohexyl]-Carbaminic Acid-(4-Chlorophenyl)-Ester,CN(C(=O)Oc1ccc(Cl)cc1)C1CCC(c2ccc(CN3CCCCC3)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f74c0b0>,0.3359683794466403
3419,Radicicol,C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x7f615f74c430>,0.3536977491961415
3428,"N-[2-Hydroxy-2-(8-Isopropyl-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-11-Yl)-Ethyl]-N-(3-Methyl-Butyl)-Benzenesulfonamide,Inhibitor 3",CC(C)CCN(C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCCC(=O)NC(C(C)C)C(=O)N1)S(=O)(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f74c820>,0.3303303303303303
3596,"5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One",COc1ccc(C(=O)N2CCCc3cc(C4=NNC(=O)SC4C)ccc32)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f615f75f510>,0.36056338028169016
3604,9-(6-deoxy-beta-D-allofuranosyl)-6-methylpurine,Cc1ncnc2c1ncn2[C@@H]1O[C@H]([C@@H](C)O)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f75f820>,0.3220338983050847
3621,"2-Amino-4h-1,3-Benzoxathiin-4-Ol",NC1Oc2ccccc2C(O)S1,<rdkit.Chem.rdchem.Mol object at 0x7f615f75fdd0>,0.3333333333333333
3679,Z-Ala Prolinal,CC(NC(=O)OCc1ccccc1)C(=O)N1CCCC1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f753270>,0.3888888888888889
3688,"2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol",COC(O)c1ccc(CN2C(COc3ccccc3)C(O)C(O)C(COc3ccccc3)N(Cc3ccc(CO)cc3)S2(=O)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f753510>,0.329153605015674
3734,Apstatin,CC(NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(O)C(N)Cc1ccccc1)C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f756ac0>,0.3357142857142857
3789,(R)-Rolipram,COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f74d820>,0.36162361623616235
3816,"Phosporic Acid Mono-[3,4-Dihydroxy-5-(5-Methoxy-Benzoimidazol-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester",COc1ccc2c(c1)ncn2[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f75a350>,0.33413461538461536
3824,"N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea",O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f75a660>,0.32590529247910865
3828,"2,5-dibenzyloxy-3-hydroxy-hexanedioic acid bis-[(2-hydroxy-indan-1-yl)-amide]",O=C(NC1c2ccccc2CC1O)C(CC(O)C(OCc1ccccc1)C(=O)NC1c2ccccc2CC1O)OCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f75a7b0>,0.34782608695652173
3837,Matairesinol,COc1cc(CC2C(=O)OC[C@@H]2Cc2ccc(O)c(OC)c2)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f75aac0>,0.33707865168539325
3855,1-Deaza-Adenosine,Nc1ccnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f757120>,0.3245192307692308
3875,N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid,N=C(N)c1cccc(CC(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCC2C(=O)O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f7577b0>,0.3293051359516616
3904,(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid,CCOC(Cc1ccc(OCCn2c3ccccc3c3ccccc32)cc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f751eb0>,0.35494880546075086
3908,(2S)-7-hydroxyflavanone,O=C1C[C@@H](c2ccccc2)Oc2cc(O)ccc21,<rdkit.Chem.rdchem.Mol object at 0x7f615f751cf0>,0.3493975903614458
3926,7-(2-Amino-2-Phenyl-Acetylamino)-3-Chloro-8-Oxo-1-Aza-Bicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f7515f0>,0.3342541436464088
3941,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,CCCCCC(CN(O)C=O)C(=O)NC(C(=O)N1CCCC1CO)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f615f74e6d0>,0.3238434163701068
3999,"4-Amino-N-{4-[2-(2,6-Dimethyl-Phenoxy)-Acetylamino]-3-Hydroxy-1-Isobutyl-5-Phenyl-Pentyl}-Benzamide",Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(CC(C)C)NC(=O)c1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f75b5f0>,0.34317343173431736
4003,"3-Amino-N-{4-[2-(2,6-Dimethyl-Phenoxy)-Acetylamino]-3-Hydroxy-1-Isobutyl-5-Phenyl-Pentyl}-Benzamide",Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(CC(C)C)NC(=O)c1cccc(N)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f75b7b0>,0.33098591549295775
4026,"2-[2-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Ethyl]-4-(4'-Ethoxy-1,1'-Biphenyl-4-Yl)-4-Oxobutanoic Acid",CCOc1ccc(-c2ccc(C(=O)CC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f755040>,0.3908450704225352
4046,4'-Hydroxyflavanone,O=C1CC(c2ccc(O)cc2)Oc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7f615f7556d0>,0.34146341463414637
4056,Nebularine,OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f755a50>,0.32061068702290074
4086,"2-Phenyl-1-[4-(2-Piperidin-1-Yl-Ethoxy)-Phenyl]-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(OCCN2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f754430>,0.4122137404580153
4109,Paratoulene phosphate,CC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f754c10>,0.3458904109589041
4117,Sp-722,O=C(O)CCC(NC(=O)c1ccc(S(=O)(=O)N2CCCC2C(=O)O)cc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f754f20>,0.32432432432432434
4122,N-Methylnaloxonium,C=CC[N@+]1(C)CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,<rdkit.Chem.rdchem.Mol object at 0x7f615f7520b0>,0.35390946502057613
4133,"(3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione",O=C1NC(Cc2ccc(O)cc2)C(=O)N2CCCC12,<rdkit.Chem.rdchem.Mol object at 0x7f615f752510>,0.36585365853658536
4157,3-Deazaadenosine,Nc1nccc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f752dd0>,0.3276283618581907
4176,Chromophore (Gly-Tyr-Gly),C[C@@H](O)[C@H](N)C1=NC(=Cc2ccc(O)cc2)C(=O)N1CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f7584a0>,0.33534743202416917
4182,Estriol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,<rdkit.Chem.rdchem.Mol object at 0x7f615f7586d0>,0.33433734939759036
4184,Quinestrol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x7f615f7587b0>,0.32608695652173914
4187,"(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide",NC(=O)C1Cc2ccccc2CN1C(=O)C[C@H](N)Cc1ccccc1F,<rdkit.Chem.rdchem.Mol object at 0x7f615f758900>,0.3626760563380282
4196,2'-O-butyl-5-methyluridine,CCCCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(C)c(=O)[nH]c1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f758cf0>,0.32972972972972975
4198,(2R)-({4-[AMINO(IMINO)METHYL]PHENYL}AMINO){5-ETHOXY-2-FLUORO-3-[(3R)-TETRAHYDROFURAN-3-YLOXY]PHENYL}ACETICACID,CCOc1cc(O[C@@H]2CCOC2)c(F)c(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f758dd0>,0.34275618374558303
4207,Aniracetam,COc1ccc(C(=O)N2CCCC2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f761120>,0.36444444444444446
4217,INHIBITOR Q8467 OF DUPONT MERCK,O=C(Nc1nccs1)c1cccc(CN2C(=O)N(CC3CC3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f761510>,0.34146341463414637
4219,"N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE",CNC(C)C(=O)NC(C(=O)N1CC(Oc2ccccc2)CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f615f7615f0>,0.44884488448844884
4229,"2-ETHOXYETHYL (2S,3S)-4-((S)-2-BENZYL-3-OXO-4-((3AR,8R,8AS)-2-OXO-3,3A,8,8A-TETRAHYDRO-2H-INDENO[1,2-D]OXAZOL-8-YL)-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",CCOCCOC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@]1(Cc2ccccc2)N=CC([C@H]2c3ccccc3[C@H]3NC(=O)O[C@H]32)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f761890>,0.34151785714285715
4248,"4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID",Cc1c(NC(=O)NC(=O)c2ccc(Cl)cc2Cl)ccc(OCCCC(=O)O)c1C,<rdkit.Chem.rdchem.Mol object at 0x7f615f761eb0>,0.3272058823529412
4290,Methylecgonine,COC(=O)C1[C@H]2CC[C@@H](C[C@@H]1O)N2C,<rdkit.Chem.rdchem.Mol object at 0x7f615f7602e0>,0.3581081081081081
4310,"(S)-TETRAHYDROFURAN-3-YL (2S,3S)-4-((S)-4-((1R,3R)-3-(2-AMINO-2-OXOETHYL)-2,3-DIHYDRO-1H-INDEN-1-YL)-2-BENZYL-3-OXO-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",NC(=O)C[C@H]1C[C@@H](C2C=N[C@@](Cc3ccccc3)(C[C@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]3CCOC3)C2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7f615f75cba0>,0.3594936708860759
4314,ANILINOMETHYL GLUCO-PHENYLIMIDAZOLE,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)c2nc(CNc3ccccc3)cn21,<rdkit.Chem.rdchem.Mol object at 0x7f615f75ca50>,0.332541567695962
4326,"(S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide",CNC(=O)C(Cc1ccc2ccccc2c1)N1CCC(=O)N(Cc2cnc3ccccc3c2)C(CC(C)C)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f75c5f0>,0.4025974025974026
4327,Licofelone,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,<rdkit.Chem.rdchem.Mol object at 0x7f615f75c580>,0.3317422434367542
4333,N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID,CC(C)C[C@H](NC(=O)C(Cc1cccc2ccccc12)NC(=O)N1CCOCC1)B(O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f75c430>,0.33916083916083917
4387,Tanaproget,Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)OC(=S)N2,<rdkit.Chem.rdchem.Mol object at 0x7f615f74aeb0>,0.3269230769230769
4428,Zomepirac,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f748cf0>,0.33534743202416917
4444,Tetrabenazine,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,<rdkit.Chem.rdchem.Mol object at 0x7f615f744350>,0.39869281045751637
4448,Cediranib,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f744510>,0.3314917127071823
4449,Posizolid,O=C(C(O)CO)N1CC=C(c2c(F)cc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f744580>,0.3220779220779221
4456,Brasofensine,CO/N=C/[C@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N2C,<rdkit.Chem.rdchem.Mol object at 0x7f615f744740>,0.34017595307917886
4460,Nebivolol,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,<rdkit.Chem.rdchem.Mol object at 0x7f615f744900>,0.3975409836065574
4464,Omacetaxine mepesuccinate,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,<rdkit.Chem.rdchem.Mol object at 0x7f615f744ac0>,0.3382663847780127
4465,Halofuginone,O=C(C[C@@H]1NCCC[C@H]1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f744b30>,0.35359116022099446
4468,Olcegepant,NCCCCC(NC(=O)C(Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(N2Cc3ccccc3NC2=O)CC1)C(=O)N1CCN(c2ccncc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f744c10>,0.382089552238806
4472,Piboserod,CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f744cf0>,0.323943661971831
4474,Pralnacasan,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)C1CCCN2C(=O)CCC(NC(=O)c3nccc4ccccc34)C(=O)N12,<rdkit.Chem.rdchem.Mol object at 0x7f615f744dd0>,0.35185185185185186
4484,Cilansetron,Cc1nccn1CC1CCc2c(c3cccc4c3n2CCC4)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f615f747120>,0.322
4485,Calanolide A,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@@H](C)[C@@H]3O,<rdkit.Chem.rdchem.Mol object at 0x7f615f747190>,0.324468085106383
4491,Phenserine,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x7f615f7473c0>,0.32387706855791965
4496,Pagoclone,CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,<rdkit.Chem.rdchem.Mol object at 0x7f615f747510>,0.32608695652173914
4504,Renzapride,COc1c(C(=O)NC2CCN3CCCC2C3)ccc(N)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f615f7477b0>,0.3575949367088608
4518,Altropane,COC(=O)C1[C@@H](c2ccc(F)cc2)C[C@@H]2CC[C@H]1N2C/C=C/I,<rdkit.Chem.rdchem.Mol object at 0x7f615f747c10>,0.3628048780487805
4525,Tipifarnib,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,<rdkit.Chem.rdchem.Mol object at 0x7f615f747eb0>,0.32075471698113206
4568,Asimadoline,CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f745b30>,0.39094650205761317
4572,Thymectacin,COC(=O)C(C)NP(=O)(OC[C@H]1O[C@@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)C[C@@H]1O)Oc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f745c80>,0.3325526932084309
4585,E-2012,COc1cc(/C=C2\CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f745f90>,0.33045977011494254
4595,Beraprost,CC#CCC(C)C(O)/C=C/C1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21,<rdkit.Chem.rdchem.Mol object at 0x7f615f743350>,0.34560906515580736
4597,LGD2941,C[C@@H]1CC[C@H]([C@@H](O)C(F)(F)F)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7f615f743430>,0.3375959079283887
4598,Cobimetinib,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f615f7434a0>,0.3293768545994065
4622,Ranirestat,O=C1C[C@@]2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1cccn12,<rdkit.Chem.rdchem.Mol object at 0x7f615f743d60>,0.32558139534883723
4623,MN-305,c1ccc2c(c1)OC[C@H](CNCCCOc1ccc3c(c1)OCO3)O2,<rdkit.Chem.rdchem.Mol object at 0x7f615f743dd0>,0.39920948616600793
4627,ROX-888,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f743f90>,0.35324675324675325
4636,Amibegron,CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CC2,<rdkit.Chem.rdchem.Mol object at 0x7f615f7242e0>,0.3805668016194332
4646,Pipendoxifene,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,<rdkit.Chem.rdchem.Mol object at 0x7f615f7245f0>,0.3333333333333333
4648,ADX-10061,CN1CCc2cc([N+](=O)[O-])c(O)cc2C(c2cccc3c2OCC3)C1,<rdkit.Chem.rdchem.Mol object at 0x7f615f7246d0>,0.33043478260869563
4651,OPC-14523,COc1cccc2c1CCC(=O)N2CCCN1CCN(c2cccc(Cl)c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f724820>,0.3900709219858156
4653,Canertinib,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f724900>,0.3511705685618729
4685,Piclidenoson,CNC(=O)C1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f615f7413c0>,0.3318077803203661
4691,Telaprevir,CCCC(NC(=O)C1C2CCC[C@H]2CN1C(=O)C(NC(=O)C(NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f7415f0>,0.32707774798927614
4692,Pelitinib,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f615f741660>,0.32894736842105265
4697,Naronapride,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCCCC(=O)O[C@H]2CN3CCC2CC3)C[C@@H]1OC,<rdkit.Chem.rdchem.Mol object at 0x7f615f741890>,0.3811074918566775
4708,Bedoradrine,CN(C)C(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1ccc(O)c(CCO)c1)CC2,<rdkit.Chem.rdchem.Mol object at 0x7f615f741c80>,0.3726235741444867
4725,IRX-5183,CC1(C)CCC(C)(C)c2c1cc(C(=O)Nc1cc(F)c(C(=O)O)c(F)c1)c(O)c2Cl,<rdkit.Chem.rdchem.Mol object at 0x7f615f742200>,0.32432432432432434
4730,Apremilast,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f615f742350>,0.32748538011695905
4735,NPS-2143,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,<rdkit.Chem.rdchem.Mol object at 0x7f615f7424a0>,0.3283018867924528
4740,Flovagatran,COCCC[C@H](NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)B(O)O,<rdkit.Chem.rdchem.Mol object at 0x7f615f7425f0>,0.36363636363636365
4747,Varespladib methyl,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cccc2n1Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f742820>,0.32273838630806845
4759,Daglutril,CCOC(=O)C(CCc1ccccc1)CC1(C(=O)NC2CCc3ccccc3N(CC(=O)O)C2=O)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f615f742cf0>,0.38699690402476783
4762,NS-2359,COC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,<rdkit.Chem.rdchem.Mol object at 0x7f615f742e40>,0.3710691823899371
4773,OPC-51803,CC(C)NC(=O)C[C@H]1CCCN(C(=O)c2ccc(N3CCCC3)cc2Cl)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7f615f740270>,0.3525835866261398
4793,Varlitinib,C[C@@H]1COC(=Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)N1,<rdkit.Chem.rdchem.Mol object at 0x7f615f7409e0>,0.3216216216216216
4818,Lumateperone,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x7f615f73e270>,0.3643835616438356
4848,Tesofensine,CCOC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,<rdkit.Chem.rdchem.Mol object at 0x7f615f73edd0>,0.36792452830188677
4851,Garenoxacin,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,<rdkit.Chem.rdchem.Mol object at 0x7f615f73ef20>,0.341645885286783
4855,Noscapine,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,<rdkit.Chem.rdchem.Mol object at 0x7f615f73f120>,0.46006389776357826
4872,Atrasentan,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)C(C(=O)O)[C@@H]1c1ccc(OC)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f73f5f0>,0.4376899696048632
4875,Lasofoxifene,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f615f73f740>,0.37890625
4879,Silodosin,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f615f73f890>,0.35962145110410093
